1987434,5,2005-07-14
2482233,5,2005-07-15
175214,5,2005-07-15
2230271,3,2005-07-21
1837144,4,2005-07-25
2043746,4,2005-08-01
787885,5,2005-08-01
960770,4,2005-08-03
1091179,3,2005-08-05
1555546,4,2005-09-14
244820,5,2005-08-26
2451053,4,2005-08-27
1876877,4,2005-09-03
1616991,4,2005-03-19
1621873,3,2005-03-21
1392506,5,2005-03-25
1436244,4,2005-03-26
946408,4,2005-03-28
2189626,4,2005-04-03
891353,3,2005-04-03
2449771,5,2005-04-05
1057860,4,2005-04-09
1777904,4,2005-04-09
457142,4,2005-04-16
472137,3,2005-05-02
2565487,2,2005-05-02
1824033,5,2005-05-02
11203,4,2005-05-03
1734679,4,2005-05-04
2088422,5,2005-05-05
1752549,3,2005-05-10
2305433,3,2005-05-11
480412,4,2005-05-12
1005851,3,2005-05-13
2014531,3,2005-05-17
68365,4,2005-05-19
1687506,5,2005-05-23
1224344,3,2005-05-24
923325,5,2005-06-02
2566821,4,2005-06-06
2024320,3,2005-06-10
802657,5,2005-06-14
2246782,5,2005-06-18
1483947,3,2005-06-20
2339991,4,2005-06-21
152764,5,2005-06-22
2543544,5,2005-06-22
2581970,3,2005-06-23
1428688,3,2005-06-23
1228213,5,2005-06-28
2608355,3,2005-07-01
698478,5,2005-07-04
1507374,4,2005-09-09
2528534,5,2005-09-09
169485,5,2005-09-09
2605580,5,2005-09-13
1265764,4,2005-09-13
934140,5,2005-09-15
1527030,5,2005-09-18
1850680,1,2005-09-18
1804323,5,2005-09-19
1118807,4,2005-09-22
1967828,3,2005-09-22
2084572,5,2005-09-26
1484465,3,2005-09-28
771345,5,2005-10-20
1986678,5,2005-10-26
982171,4,2005-11-06
1512842,3,2005-10-30
66263,4,2005-10-31
1367256,5,2005-11-01
644003,2,2005-11-03
1863853,1,2005-11-04
779760,3,2005-11-08
1588300,2,2005-11-12
2538354,5,2005-11-18
2207628,5,2005-11-24
1464366,4,2005-11-26
2155033,5,2005-11-27
1622320,4,2005-11-30
66358,4,2005-12-09
780597,5,2005-12-12
2523237,5,2005-12-12
2439005,4,2005-12-15
2568270,3,2005-07-05
1087678,5,2005-07-05
484339,4,2005-07-07
454417,2,2005-07-09
2118871,4,2005-07-10
1723162,3,2005-10-31
1697566,4,2005-07-15
610827,3,2005-07-19
2408126,2,2005-07-20
441324,4,2005-07-25
422881,3,2005-08-01
1867372,5,2005-08-01
1148713,2,2005-08-01
726795,4,2005-08-03
1754391,4,2005-08-07
1005101,3,2005-08-09
1506028,5,2005-08-10
662757,4,2005-08-14
1558760,5,2005-08-16
348114,5,2005-08-28
1047043,2,2005-08-31
963142,5,2005-09-01
1983304,2,2005-04-02
567025,5,2005-03-15
1657077,5,2005-03-17
363908,3,2005-03-17
1561068,5,2005-03-17
42883,5,2005-03-22
2575392,5,2005-03-29
1775201,1,2005-03-29
2138883,5,2005-04-06
714334,4,2005-04-06
2550394,5,2005-04-04
532474,3,2005-04-15
259340,4,2005-04-25
1749381,5,2005-04-25
1936958,4,2005-04-27
1315483,2,2005-05-01
389850,5,2005-05-11
2286986,4,2005-05-13
686911,4,2005-05-15
1636097,4,2005-05-19
2081171,5,2005-05-26
1270217,3,2005-05-31
66414,5,2005-06-03
161299,3,2005-06-03
2463199,4,2005-06-03
2086868,4,2005-09-18
1521767,3,2005-06-05
862144,2,2005-06-07
1181231,4,2005-06-11
1062492,5,2005-06-12
697600,5,2005-06-12
1394327,4,2005-06-13
1996191,3,2005-06-13
716392,5,2005-06-13
470291,4,2005-06-23
1797829,4,2005-06-23
1238928,5,2005-09-07
1759074,4,2005-09-09
1831179,5,2005-09-10
106002,2,2005-09-12
2162012,4,2005-09-12
1655903,2,2005-09-13
512684,4,2005-09-19
876018,5,2005-09-21
2155936,4,2005-09-25
1694958,4,2005-10-04
2183220,3,2005-10-21
476805,4,2005-10-25
982239,2,2005-10-27
1885203,4,2005-10-28
1730139,4,2005-10-29
1110906,5,2005-10-30
1093403,4,2005-11-01
1669754,5,2005-11-01
1313663,5,2005-11-01
1324577,5,2005-11-04
264224,5,2005-11-06
1164637,5,2005-11-07
820776,5,2005-11-07
1491331,4,2005-11-08
150859,4,2005-11-10
1369121,4,2005-11-12
768464,5,2005-11-15
1907558,2,2005-11-20
2116816,5,2005-11-22
1632700,5,2005-11-24
307910,5,2005-11-26
1381402,3,2005-11-27
1655075,3,2005-11-28
1581564,4,2005-11-30
475662,5,2005-12-01
1782939,5,2005-12-02
