1987434,2,2005-07-14
1045501,2,2005-07-23
732618,3,2005-07-25
1753259,4,2005-07-29
366011,2,2005-08-01
1488957,4,2005-08-02
2236005,5,2005-08-09
395744,3,2005-08-13
1837838,1,2005-08-15
1322169,3,2005-08-17
1436887,4,2005-08-18
2596225,4,2005-08-30
638344,3,2005-09-05
343376,3,2005-10-31
768877,4,2005-03-16
346593,3,2005-03-20
1593853,3,2005-03-21
2305433,4,2005-03-21
923325,4,2005-03-22
1649755,5,2005-03-24
2193455,4,2005-04-01
891353,2,2005-04-03
2438162,5,2005-04-11
1488844,4,2005-04-13
1461145,3,2005-04-28
853261,5,2005-05-01
1640419,4,2005-05-04
2241806,4,2005-05-04
754082,3,2005-05-04
557167,3,2005-05-14
574582,4,2005-05-14
1401310,3,2005-05-17
2557878,5,2005-05-23
1033508,4,2005-05-23
2630686,5,2005-05-24
1048199,3,2005-05-28
44317,2,2005-06-01
105595,5,2005-06-10
2261008,4,2005-06-29
562829,2,2005-09-06
916015,4,2005-09-14
2037339,4,2005-09-15
1966800,4,2005-09-19
998834,1,2005-09-27
742471,4,2005-10-03
566690,5,2005-10-09
115293,2,2005-10-09
2263006,5,2005-10-16
1945346,1,2005-10-20
608314,4,2005-10-23
982171,2,2005-10-24
1663216,1,2005-10-27
469857,4,2005-10-31
2380973,4,2005-11-16
612865,3,2005-12-02
1850405,5,2005-07-05
2586623,3,2005-07-08
2420873,5,2005-07-10
2242418,5,2005-07-12
953368,3,2005-03-21
2053189,4,2005-07-24
725633,2,2005-07-27
1101043,3,2005-08-03
1415311,3,2005-08-07
697600,3,2005-08-15
447223,4,2005-08-15
2056709,5,2005-08-31
2206364,5,2005-09-01
247687,4,2005-09-03
2550889,4,2005-09-06
309657,3,2005-03-28
86879,4,2005-04-30
1406562,3,2005-05-02
1861822,3,2005-05-16
921293,3,2005-05-20
2082617,3,2005-05-22
2162865,2,2005-05-25
2459251,2,2005-05-28
2575392,3,2005-06-10
2540855,3,2005-06-17
2452654,5,2005-06-20
2514569,1,2005-06-22
356893,5,2005-06-26
186951,3,2005-07-01
2155333,5,2005-09-18
1982309,1,2005-09-26
1901597,4,2005-09-27
1667015,5,2005-10-11
1369309,4,2005-10-12
1670290,2,2005-10-17
2609870,1,2005-10-18
1598077,4,2005-10-22
295983,5,2005-10-23
2277952,5,2005-10-24
1768850,3,2005-10-25
2032427,5,2005-10-26
1058234,3,2005-10-26
2463974,5,2005-10-29
1833925,3,2005-10-31
286867,3,2005-07-05
264160,3,2005-07-06
1655930,3,2005-07-27
816639,2,2005-07-31
23061,4,2005-08-02
2569088,3,2005-08-05
2441688,4,2005-08-17
2084362,3,2005-08-26
931005,2,2005-08-29
482692,3,2005-08-30
2551764,5,2005-09-01
562650,4,2005-03-15
482592,4,2005-03-16
180200,2,2005-03-25
2155100,5,2005-03-29
1286604,1,2005-04-11
1845090,2,2005-04-19
2478937,5,2005-04-19
595284,2,2005-04-22
1436924,5,2005-05-16
2179335,5,2005-05-24
1413031,4,2005-05-31
1517391,2,2005-06-04
2125473,1,2005-06-09
261517,4,2005-06-13
561405,1,2005-06-14
902807,3,2005-06-20
2625623,4,2005-06-27
1134700,4,2005-07-01
2231930,3,2005-09-23
1197141,4,2005-09-26
1180996,5,2005-10-01
191289,5,2005-10-08
1222522,5,2005-10-08
1949628,4,2005-10-09
1164992,4,2005-10-10
2441066,5,2005-10-23
10095,4,2005-10-25
1917657,3,2005-10-28
1253510,4,2005-10-31
1359901,5,2005-11-20
580120,4,2005-07-05
120389,5,2005-07-16
1074388,4,2005-07-29
1569053,4,2005-08-01
2412496,2,2005-08-02
752696,3,2005-08-08
855526,5,2005-08-09
1637206,3,2005-08-15
1586160,1,2005-08-16
83540,5,2005-08-24
1065534,5,2005-08-30
1065154,5,2005-09-01
2264425,3,2005-09-02
591390,3,2005-03-28
391641,4,2005-04-06
2001983,4,2005-04-09
614481,4,2005-04-14
71148,3,2005-05-03
2568963,4,2005-05-13
1567051,5,2005-05-16
1891070,3,2005-05-17
2283147,5,2005-05-19
2619959,4,2005-05-31
1923177,2,2005-06-01
1504908,5,2005-06-07
1342294,5,2005-06-24
230915,4,2005-09-16
1977486,4,2005-09-17
2007217,4,2005-09-27
1310250,4,2005-09-30
2052755,5,2005-10-01
403531,5,2005-10-04
1822926,5,2005-10-07
225479,5,2005-10-12
1436630,4,2005-10-18
2530856,5,2005-10-19
938911,1,2005-10-19
1630740,4,2005-10-22
281396,4,2005-10-31
936290,5,2005-11-02
2309963,5,2005-11-20
1143571,5,2005-07-10
1989046,4,2005-07-18
271577,2,2005-07-27
1115506,2,2005-08-18
847126,3,2005-12-10
817224,4,2005-08-23
1420822,3,2005-08-24
1753685,4,2005-08-24
1454880,4,2005-08-25
2187151,1,2005-08-25
2297863,3,2005-08-30
2360767,3,2005-03-18
475351,3,2005-03-18
360830,1,2005-03-28
993053,4,2005-03-28
1117379,4,2005-04-05
5569,3,2005-04-07
733453,3,2005-04-18
1053067,4,2005-04-21
1207816,3,2005-05-04
2082301,3,2005-05-04
575915,5,2005-05-11
1059071,4,2005-05-14
2446992,4,2005-05-17
769887,3,2005-05-24
459486,4,2005-05-24
1668646,5,2005-05-26
209830,3,2005-05-28
294993,3,2005-05-31
538483,3,2005-06-12
2415484,3,2005-06-12
1162481,2,2005-06-15
1910699,5,2005-06-17
2005865,4,2005-06-20
1565948,4,2005-06-29
1932547,4,2005-06-29
1602765,3,2005-07-02
241261,5,2005-09-07
155340,4,2005-09-11
2183410,4,2005-09-12
243573,3,2005-09-15
274371,5,2005-09-17
2618429,5,2005-09-30
2253669,4,2005-09-30
219403,5,2005-10-01
419357,3,2005-10-02
1231855,2,2005-10-11
1382609,4,2005-10-12
1986732,2,2005-10-14
1860946,2,2005-10-16
1721379,5,2005-10-22
1473407,4,2005-10-25
2571282,4,2005-10-25
905733,4,2005-11-14
1984352,4,2005-11-15
2377847,5,2005-11-17
575207,1,2005-11-24
2479107,3,2005-07-12
955178,2,2005-07-25
1686741,4,2005-07-28
668018,4,2005-07-30
1187828,5,2005-07-31
328659,4,2005-08-01
1144568,3,2005-08-02
2586076,5,2005-08-19
2636039,4,2005-08-24
1052128,5,2005-08-25
1278104,4,2005-08-26
310976,4,2005-03-20
1305159,3,2005-03-27
872876,1,2005-04-03
351900,3,2005-04-09
533598,2,2005-04-14
912345,3,2005-04-16
1258602,2,2005-04-19
38244,5,2005-04-21
1348966,5,2005-05-03
353753,2,2005-05-05
452265,5,2005-05-09
2627752,3,2005-05-15
2123669,4,2005-05-30
340091,2,2005-05-30
2143683,1,2005-06-04
1253958,4,2005-06-06
327179,5,2005-06-08
1059927,3,2005-07-02
208932,2,2005-09-04
1904382,3,2005-09-16
89266,2,2005-09-22
242957,3,2005-09-22
455149,5,2005-09-29
140736,4,2005-10-02
1591997,3,2005-10-03
1649517,4,2005-10-07
1037782,3,2005-10-10
1254514,4,2005-10-19
106774,3,2005-10-19
1048128,4,2005-10-20
2031424,5,2005-10-20
904608,5,2005-10-25
1490496,3,2005-10-27
1754115,5,2005-10-30
684217,5,2005-11-01
2043617,3,2005-11-13
640741,5,2005-11-14
680978,3,2005-11-16
1116883,4,2005-12-14
1645421,1,2005-07-06
2162348,2,2005-07-06
116552,3,2005-07-07
599662,2,2005-07-07
1256078,3,2005-07-18
376508,4,2005-07-20
2206019,5,2005-08-11
350818,1,2005-08-12
1657951,3,2005-08-16
1377785,3,2005-08-22
1874317,5,2005-08-23
