2046595,4,2005-07-05
1718816,4,2005-07-30
1294425,4,2005-08-10
464095,5,2005-08-25
1624421,5,2005-03-18
1266420,4,2005-05-21
1361013,5,2005-06-08
2557070,4,2005-06-24
27264,2,2005-10-04
2329125,4,2005-10-05
1449252,4,2005-11-16
1934982,3,2005-11-20
574582,5,2005-11-22
777777,4,2005-12-28
2551418,5,2005-07-09
553658,5,2005-07-20
79519,3,2005-08-03
152287,4,2005-08-05
848246,5,2005-08-08
106002,5,2005-08-08
560142,5,2005-08-21
58248,5,2005-09-05
1590645,5,2005-09-06
433803,3,2005-04-07
247687,3,2005-04-13
2531240,5,2005-05-22
1636115,3,2005-07-01
2079603,4,2005-09-09
2609870,1,2005-10-18
1058234,2,2005-10-25
760540,5,2005-11-22
885635,5,2005-11-28
321693,4,2005-12-06
1907558,5,2005-12-08
290706,1,2005-12-13
1969251,1,2005-07-11
2629013,5,2005-07-15
2206574,5,2005-07-20
945830,5,2005-08-01
2625420,2,2005-03-17
1122156,5,2005-04-05
2270774,3,2005-05-04
863961,2,2005-06-15
2151409,4,2005-06-29
1228341,4,2005-09-12
1065039,4,2005-09-16
12876,5,2005-10-28
599684,3,2005-10-29
2297559,4,2005-11-08
1369390,5,2005-11-14
2537216,4,2005-11-23
1924764,3,2005-11-30
1515871,5,2005-12-01
2360887,4,2005-12-03
1921624,3,2005-07-11
272881,4,2005-07-14
1216387,4,2005-07-17
37188,5,2005-07-18
688291,3,2005-07-26
2574246,4,2005-07-27
222288,3,2005-08-30
2320307,4,2005-09-01
2598622,4,2005-09-26
2504741,4,2005-10-10
2514107,3,2005-10-18
1719200,5,2005-10-24
1546535,3,2005-10-26
1309423,5,2005-11-23
1770196,4,2005-11-25
274591,4,2005-12-19
164768,4,2005-12-31
562784,5,2005-07-15
1338527,5,2005-07-15
444983,5,2005-07-22
1424200,2,2005-08-29
2633668,4,2005-09-17
925882,4,2005-03-19
1850973,4,2005-04-10
483483,4,2005-06-08
2285713,3,2005-06-20
1537477,4,2005-06-21
719347,4,2005-06-26
395732,4,2005-06-28
39253,5,2005-10-13
2645579,4,2005-10-25
2632872,4,2005-11-15
2235414,3,2005-11-21
1096675,5,2005-11-22
864618,3,2005-11-23
467436,4,2005-12-17
547570,4,2005-12-30
126877,3,2005-07-07
1771516,4,2005-07-30
1726600,3,2005-08-02
1507905,4,2005-08-02
1839945,4,2005-08-12
1521648,4,2005-08-24
533598,5,2005-04-14
322178,1,2005-03-17
264596,4,2005-04-07
426152,4,2005-04-20
19106,4,2005-05-02
2594647,3,2005-05-02
785263,4,2005-05-06
1081070,4,2005-06-17
2123669,4,2005-06-18
1659847,5,2005-06-25
2144806,4,2005-06-26
2561822,4,2005-09-06
764469,5,2005-09-09
1163029,4,2005-09-12
2567886,4,2005-09-22
1269051,4,2005-09-25
1166632,5,2005-10-03
1299630,5,2005-11-02
1520226,3,2005-12-01
683427,4,2005-12-06
208932,3,2005-12-19
1143785,3,2005-07-11
2251646,4,2005-07-18
754344,2,2005-07-20
1871043,2,2005-07-20
577797,4,2005-07-22
1249686,4,2005-07-23
59100,4,2005-07-27
945931,5,2005-07-29
2220942,3,2005-07-31
350818,5,2005-08-12
752952,4,2005-08-15
891663,3,2005-08-30
113549,4,2005-09-02
2565719,4,2005-03-26
2416619,4,2005-04-13
2612303,5,2005-04-29
1787761,4,2005-05-05
384033,4,2005-05-13
917952,4,2005-06-01
242426,5,2005-06-17
567561,5,2005-06-21
2608367,1,2005-06-22
2368038,4,2005-06-26
2319023,4,2005-07-03
1713873,4,2005-09-15
373101,3,2005-09-20
2491366,3,2005-10-03
902335,3,2005-10-08
1238268,4,2005-10-16
329794,5,2005-10-24
1520680,3,2005-11-03
2288531,4,2005-11-04
511478,3,2005-11-24
430289,4,2005-12-07
1968875,4,2005-12-12
340800,4,2005-07-07
1644680,4,2005-07-14
1478286,4,2005-07-25
1228988,4,2005-08-24
1336860,2,2005-08-26
2155716,3,2005-08-28
2342189,3,2005-09-05
2311017,3,2005-03-15
1997364,5,2005-03-18
1769834,3,2005-04-05
1694860,2,2005-04-26
2030523,5,2005-05-27
774918,5,2005-05-31
952802,4,2005-06-29
674169,3,2005-07-03
1332250,5,2005-09-19
495123,4,2005-11-20
547017,3,2005-12-11
1444432,4,2005-12-18
1924354,4,2005-12-21
349399,3,2005-07-15
2157254,4,2005-07-26
933168,5,2005-07-28
1880307,3,2005-07-31
507168,4,2005-08-01
437680,3,2005-08-11
2196809,4,2005-08-12
245808,5,2005-08-17
2363121,4,2005-08-25
491331,2,2005-04-12
1890622,4,2005-04-27
4991,5,2005-05-26
1486280,4,2005-06-16
2270275,3,2005-06-26
229195,4,2005-06-27
2269842,5,2005-07-01
1959732,5,2005-10-07
940990,3,2005-11-01
453461,3,2005-12-27
2306011,4,2005-07-09
279960,4,2005-07-11
697010,3,2005-07-12
1482584,3,2005-07-18
2135792,3,2005-07-22
872398,1,2005-08-09
2293883,1,2005-08-11
2165452,4,2005-08-17
1053681,1,2005-08-28
629544,4,2005-09-02
522813,4,2005-09-05
245884,3,2005-09-06
2479960,5,2005-09-07
2141642,4,2005-04-24
2192190,4,2005-04-27
879812,3,2005-06-07
1746739,4,2005-06-09
2509588,4,2005-06-15
1558304,4,2005-06-23
916412,3,2005-10-02
500845,3,2005-10-29
2077834,4,2005-10-30
1109861,4,2005-10-31
2550717,4,2005-11-09
826942,5,2005-11-15
1836894,3,2005-12-17
1118884,5,2005-07-07
148550,5,2005-07-23
933508,5,2005-08-18
700511,5,2005-08-24
363772,2,2005-08-26
2478308,4,2005-05-16
560944,4,2005-03-27
1027819,2,2005-04-07
1267277,4,2005-05-31
2121379,4,2005-06-12
1521508,3,2005-09-04
693634,3,2005-09-08
1735719,5,2005-09-16
1949759,4,2005-09-28
152178,5,2005-10-25
909663,5,2005-11-13
1057760,5,2005-11-14
483077,4,2005-11-14
1398240,4,2005-11-21
1408822,3,2005-11-28
375726,3,2005-12-01
1352715,4,2005-12-10
1397022,3,2005-07-05
505750,4,2005-07-07
240214,4,2005-07-14
1490156,4,2005-07-17
1240206,4,2005-07-20
1280726,5,2005-07-31
2506101,4,2005-08-02
1295097,2,2005-08-16
1926199,4,2005-08-23
2394097,1,2005-03-18
2388205,4,2005-04-11
1480200,5,2005-05-12
1053629,3,2005-06-06
1080872,5,2005-06-29
1420005,5,2005-09-12
861239,4,2005-09-26
1190513,4,2005-09-27
2507666,4,2005-10-05
527777,4,2005-10-09
1401656,3,2005-10-12
1672752,3,2005-10-19
580295,4,2005-11-01
1559267,5,2005-11-12
1626521,5,2005-11-19
1130826,3,2005-12-17
95358,5,2005-07-08
510590,5,2005-07-11
2545229,4,2005-07-25
2027661,4,2005-03-22
1338624,5,2005-05-02
1003056,5,2005-05-19
1747154,5,2005-05-25
1928445,3,2005-06-09
840653,4,2005-09-22
1675619,5,2005-09-27
2161726,4,2005-10-01
1369809,4,2005-10-04
2143447,4,2005-10-10
193306,5,2005-11-01
1952192,2,2005-11-02
1011236,4,2005-11-18
839350,4,2005-11-19
25533,3,2005-11-21
2291128,4,2005-12-01
1313694,2,2005-12-25
92581,4,2005-07-07
1749718,4,2005-08-04
2100684,5,2005-08-18
2131053,4,2005-08-28
1311409,5,2005-08-29
311641,2,2005-04-09
866233,3,2005-04-14
1150515,4,2005-04-25
1996271,5,2005-05-25
131669,4,2005-09-17
687416,4,2005-09-20
1683601,4,2005-09-26
2604593,5,2005-10-02
1743311,5,2005-10-23
2575164,3,2005-11-21
66109,4,2005-12-02
1759845,5,2005-12-26
1680362,5,2005-07-06
2438675,4,2005-07-26
2368003,3,2005-08-11
873556,4,2005-08-16
2246857,3,2005-03-23
2036360,4,2005-04-23
2145575,5,2005-05-05
998072,4,2005-05-20
401047,4,2005-06-08
332619,4,2005-06-15
1634889,4,2005-06-25
769789,5,2005-07-03
2002354,3,2005-10-01
79224,5,2005-10-08
2342991,4,2005-10-23
1318270,4,2005-10-30
1563695,5,2005-11-18
700229,5,2005-12-19
2402822,4,2005-07-07
2589511,4,2005-07-23
2546915,3,2005-07-31
1054626,5,2005-08-02
203299,4,2005-08-09
183215,3,2005-08-15
321548,4,2005-08-19
147042,4,2005-08-19
2149439,4,2005-08-28
1894664,4,2005-08-29
2287919,3,2005-09-07
223974,4,2005-03-23
2065028,5,2005-03-29
2192920,5,2005-06-13
298408,4,2005-06-16
382355,5,2005-06-17
114551,4,2005-09-17
1743955,4,2005-10-04
1199523,2,2005-10-07
1587168,5,2005-10-14
2599664,5,2005-11-14
2576966,4,2005-11-26
999378,2,2005-07-13
2221430,4,2005-07-17
656308,4,2005-07-18
40063,1,2005-07-25
689758,4,2005-07-31
999586,4,2005-08-08
2299612,3,2005-08-19
1030762,3,2005-08-22
962684,4,2005-08-31
875956,3,2005-09-03
1413636,2,2005-09-07
194219,5,2005-04-04
1283498,5,2005-04-14
979820,5,2005-04-27
393519,4,2005-05-14
1111420,5,2005-05-17
