466862,3,2005-07-11
1513370,4,2005-07-12
1718816,4,2005-07-15
2241806,2,2005-07-17
1848098,5,2005-07-28
24473,5,2005-08-01
1068024,4,2005-08-02
1401310,2,2005-08-04
1488957,2,2005-08-10
31458,3,2005-08-23
1607938,5,2005-03-22
1227848,4,2005-04-10
823613,4,2005-04-11
1488844,2,2005-04-20
2565487,4,2005-05-09
574582,5,2005-05-15
1056998,3,2005-05-16
68321,3,2005-05-20
942914,4,2005-05-25
1048199,4,2005-05-29
1361013,2,2005-05-31
780936,5,2005-06-13
2557070,1,2005-06-21
2152963,3,2005-06-24
1323065,2,2005-09-07
1850680,1,2005-09-17
1700625,5,2005-09-20
2523237,4,2005-10-07
1754519,5,2005-10-08
701730,3,2005-10-08
844208,5,2005-10-15
578405,5,2005-10-16
401076,2,2005-10-18
810926,5,2005-10-22
2444194,5,2005-11-09
777777,4,2005-11-11
2248852,5,2005-11-14
66187,2,2005-11-19
2126390,5,2005-12-03
476119,5,2005-12-06
504195,4,2005-12-15
2182234,2,2005-12-16
1214457,5,2005-12-27
2380973,5,2005-12-28
549172,3,2005-07-10
847027,3,2005-07-14
83795,5,2005-07-17
2336005,1,2005-07-24
1100912,5,2005-07-25
393187,5,2005-07-27
1613049,5,2005-07-29
828670,5,2005-08-01
1224458,3,2005-08-01
851489,1,2005-08-02
2537285,5,2005-08-17
1419506,3,2005-03-21
971041,5,2005-04-06
2586623,5,2005-04-16
1656837,4,2005-04-18
922231,3,2005-05-07
723011,4,2005-05-17
1404971,3,2005-05-27
809705,4,2005-05-30
760540,4,2005-06-01
2636158,3,2005-06-10
2575392,2,2005-06-23
2229990,5,2005-06-27
1862650,3,2005-09-24
1818815,4,2005-10-05
1807781,5,2005-10-10
1422829,2,2005-10-12
2515547,5,2005-10-18
2053365,4,2005-10-23
1427,3,2005-10-29
1632700,4,2005-11-02
2487104,4,2005-11-09
1673689,4,2005-11-15
768464,5,2005-11-15
286506,1,2005-11-16
2065162,2,2005-11-23
2155893,4,2005-11-26
2621862,2,2005-11-27
506980,3,2005-11-29
1081252,3,2005-12-10
143298,4,2005-12-17
103018,5,2005-07-12
1419631,1,2005-07-12
2132547,3,2005-07-14
2332210,1,2005-07-16
2542255,5,2005-07-28
23061,3,2005-08-03
141839,1,2005-08-09
2455528,4,2005-08-10
749344,5,2005-08-17
1588454,1,2005-03-16
2161899,4,2005-03-28
1668633,3,2005-04-01
2339348,3,2005-04-03
1875019,2,2005-04-20
595284,2,2005-05-09
1892380,5,2005-05-20
2179335,3,2005-05-25
875402,1,2005-05-27
1650301,2,2005-05-27
885929,3,2005-06-03
