1441122,5,2005-07-07
1987434,3,2005-07-15
688411,5,2005-07-21
197179,4,2005-08-14
1488957,4,2005-08-19
1322169,4,2005-08-27
2050416,5,2005-06-14
923325,4,2005-03-22
2230271,5,2005-04-06
33916,4,2005-04-08
65353,3,2005-06-07
712664,4,2005-06-17
2014531,5,2005-06-21
114993,5,2005-09-20
1074029,4,2005-10-08
1929766,3,2005-10-15
2156241,4,2005-11-05
982171,3,2005-12-11
1780909,5,2005-12-17
1694958,4,2005-07-09
725633,2,2005-08-14
1666394,3,2005-08-18
663560,5,2005-08-25
2184980,4,2005-08-27
1075596,2,2005-09-06
971041,2,2005-05-31
1033971,5,2005-03-18
2276070,3,2005-05-27
1270217,3,2005-05-30
2085838,3,2005-06-13
308232,5,2005-07-04
1977851,5,2005-09-23
208142,5,2005-10-07
2209246,5,2005-10-12
232629,5,2005-10-17
2609870,1,2005-10-18
2340481,5,2005-10-22
2377933,5,2005-10-24
2071637,5,2005-10-25
476805,4,2005-10-25
441556,5,2005-11-03
1087678,5,2005-11-14
1956280,4,2005-11-15
893988,4,2005-11-17
1878537,5,2005-12-07
1569850,4,2005-12-07
1324577,5,2005-12-12
1861822,5,2005-12-23
808189,1,2005-12-29
1650301,2,2005-08-01
908205,4,2005-07-22
92056,2,2005-08-09
876182,5,2005-08-28
264160,4,2005-08-28
2487269,5,2005-09-03
1649154,4,2005-03-17
2476197,4,2005-04-06
418316,2,2005-04-14
240705,5,2005-04-24
1755156,4,2005-05-11
602425,4,2005-05-16
860599,5,2005-05-21
967169,5,2005-05-21
2402762,2,2005-06-20
860519,5,2005-06-29
1268464,5,2005-09-26
484109,4,2005-10-02
1517435,4,2005-10-14
1472484,5,2005-10-21
141676,4,2005-10-23
2183249,5,2005-11-03
1319946,4,2005-12-20
2605535,3,2005-07-06
617779,5,2005-07-12
2307926,5,2005-07-30
660995,5,2005-08-01
2026560,4,2005-08-02
853591,4,2005-08-13
622584,5,2005-08-14
1212608,5,2005-08-21
887939,5,2005-05-23
872662,4,2005-05-23
2430016,4,2005-05-29
1620735,3,2005-06-02
2246439,1,2005-09-09
274468,5,2005-10-20
2560286,4,2005-11-03
1375971,5,2005-11-06
1903518,4,2005-11-24
856313,5,2005-11-25
1810235,5,2005-12-15
37444,3,2005-12-26
1417435,4,2005-07-06
134598,3,2005-07-16
935820,5,2005-07-18
1428123,4,2005-09-07
1681463,2,2005-09-07
445339,4,2005-03-28
535268,3,2005-04-04
906509,4,2005-04-11
2213535,4,2005-04-21
5569,5,2005-05-03
2053064,2,2005-05-03
2438169,4,2005-05-03
740967,3,2005-05-28
257592,4,2005-05-29
1589793,3,2005-06-03
241915,4,2005-06-10
439492,3,2005-06-14
866343,5,2005-06-22
1402176,3,2005-07-04
1598977,5,2005-09-23
2461260,4,2005-09-23
1000976,5,2005-09-26
419357,5,2005-10-12
2424911,5,2005-10-27
35604,4,2005-10-30
117386,4,2005-10-31
637731,2,2005-10-31
1759189,2,2005-11-07
1368681,3,2005-11-08
546349,5,2005-11-11
1991545,4,2005-11-15
1269556,5,2005-11-21
1054680,3,2005-12-31
2329249,4,2005-08-24
1524898,5,2005-08-26
1468070,4,2005-09-01
1227576,5,2005-03-17
2069403,3,2005-04-16
138079,5,2005-04-20
2565760,4,2005-04-27
623400,4,2005-05-03
2170890,4,2005-05-13
267534,4,2005-05-15
116044,3,2005-09-02
201303,2,2005-09-08
1694053,5,2005-09-12
148451,3,2005-09-13
1313811,5,2005-09-26
160677,5,2005-09-29
187355,4,2005-09-30
1489601,4,2005-10-02
589364,5,2005-10-26
1557075,5,2005-12-06
276860,3,2005-12-19
1498586,4,2005-07-10
694422,5,2005-07-29
333277,5,2005-08-04
131892,4,2005-08-14
549109,5,2005-08-21
1422152,4,2005-08-27
1641247,5,2005-04-21
1089070,3,2005-05-03
2221930,5,2005-05-04
221091,2,2005-05-09
1228327,4,2005-05-13
1574879,5,2005-05-25
255057,3,2005-05-28
1985755,3,2005-06-16
1398364,5,2005-09-10
1620018,4,2005-09-11
1356792,5,2005-09-15
87184,2,2005-09-22
2325638,5,2005-09-24
2300312,5,2005-10-13
1377142,5,2005-10-31
2531573,2,2005-10-31
802047,3,2005-11-02
1825376,3,2005-11-07
26533,5,2005-11-14
1079295,2,2005-12-11
631048,5,2005-12-25
2231293,5,2005-07-13
812482,2,2005-07-19
854454,5,2005-08-13
1952746,5,2005-08-20
2121798,5,2005-09-01
3039,4,2005-09-05
2244849,3,2005-03-20
2295715,4,2005-03-21
79261,3,2005-03-23
1924354,4,2005-03-23
755921,3,2005-03-26
1856071,4,2005-04-06
1803852,1,2005-05-23
743752,3,2005-06-05
476028,4,2005-06-16
710459,1,2005-06-16
903799,3,2005-09-09
942762,4,2005-09-12
1844503,5,2005-09-13
61322,5,2005-09-14
409239,3,2005-09-27
752670,4,2005-09-27
332796,5,2005-10-03
