1,2003,Dinosaur Planet,"Documentary, Animation, Family"
3,1997,Character,"Crime, Drama, Mystery"
6,1997,Sick,"Short, Drama"
7,1992,8 Man,"Action, Sci-Fi"
10,2001,Fighter,"Action, Drama"
12,1947,My Favorite Brunette,"Comedy, Crime, Mystery"
15,1988,Neil Diamond: Greatest Hits Live,"Documentary, Music"
16,1996,Screamers,"Sci-Fi, Thriller"
17,2005,7 Seconds,"Action, Comedy, Crime"
18,1994,Immortal Beloved,"Biography, Drama, Music"
19,2000,By Dawn's Early Light,"Drama, Thriller, Action"
20,1972,Seeta Aur Geeta,"Comedy, Drama, Family"
21,2002,Strange Relations,"Drama, Comedy"
22,2000,Chump Change,"Comedy, Romance"
24,1981,My Bloody Valentine,"Horror, Thriller"
26,2004,Never Die Alone,"Action, Crime, Drama"
29,2001,Boycott,Drama
30,2003,Something's Gotta Give,"Comedy, Drama, Romance"
31,1999,Classic Albums: Meat Loaf: Bat Out of Hell,"Documentary, Music"
35,2000,Ferngully 2: The Magical Rescue,"Animation, Adventure, Family"
36,1992,Lady Chatterley,"Drama, Romance"
37,1973,Zatoichi's Conspiracy,"Action, Drama"
38,2003,Daydream Obsession,N/A
42,2002,Searching for Paradise,Drama
43,2000,Silent Service,"Animation, War"
44,1996,Spitfire Grill,Drama
45,1999,The Love Letter,"Comedy, Drama, Romance"
46,1964,Rudolph the Red-Nosed Reindeer,"Animation, Short, Family"
47,1952,The Bad and the Beautiful,"Drama, Romance"
48,2001,Justice League,"Animation, Action, Adventure"
50,1941,A Yank in the R.A.F.,"Action, Adventure, Drama"
52,2002,The Weather Underground,"Documentary, History, War"
53,2003,The Bonesetter,"Horror, Thriller"
54,1952,We're Not Married,"Short, Comedy"
55,1995,Jade,"Crime, Drama, Thriller"
56,2004,Carandiru,"Drama, Crime"
57,1995,Richard III,"Drama, War"
58,1996,Dragonheart,"Action, Adventure, Fantasy"
59,2003,Sex and the Beauties,"Comedy, Romance"
60,1969,The Libertine,"Drama, Romance"
61,1999,Ricky Martin: One Night Only,"Documentary, Music"
