0010906,4,2005-06-13
0014215,5,2005-06-12
0002660,5,2005-05-07
0015151,4,2005-05-07
0008753,5,2005-05-07
0005582,5,2005-05-07
0015393,4,2005-05-07
0012785,5,2005-05-07
0015394,4,2005-05-07
0001843,4,2005-05-07
0006931,5,2005-05-07
0004670,4,2005-05-07
0002874,4,2005-05-07
0005571,4,2005-05-07
0006037,5,2005-05-07
0017129,3,2005-05-07
0002452,5,2005-05-07
0013763,5,2005-05-07
0014606,1,2005-05-07
0001470,4,2005-05-07
0003538,3,2005-05-07
0017506,4,2005-05-07
0006366,5,2005-05-07
0012244,1,2005-05-07
0013195,5,2005-05-07
0016242,3,2005-05-07
0014454,5,2005-05-07
0011165,2,2005-05-07
0014538,5,2005-05-07
0014928,3,2005-05-07
0006408,5,2005-05-07
0007937,3,2005-05-07
0015124,3,2005-05-07
0003860,5,2005-05-07
0001220,3,2005-05-07
0003197,4,2005-05-07
0009049,5,2005-05-07
0005085,4,2005-05-07
0011064,5,2005-05-07
0000175,4,2005-05-07
0014109,3,2005-05-07
0006196,5,2005-05-07
0003624,5,2005-05-07
0009628,3,2005-05-07
0001145,3,2005-05-07
0009028,5,2005-05-07
0012074,5,2005-05-07
0006974,3,2005-05-07
0011283,5,2005-05-07
0009131,4,2005-05-07
0005317,4,2005-05-07
0004656,5,2005-05-07
0002139,4,2005-05-07
0006099,3,2005-05-07
0015582,5,2005-05-07
0016265,4,2005-05-07
0006235,2,2005-05-07
0013705,4,2005-05-07
0014725,5,2005-05-07
0011337,4,2005-05-07
0016016,3,2005-05-07
0015531,4,2005-05-07
0009886,5,2005-05-07
0006692,3,2005-05-07
0002862,4,2005-05-07
0015712,1,2005-05-07
0004306,5,2005-05-07
